Timestamp,Variance,ack_flag_number,psh_flag_number,rst_count,Header_Length,Magnitue,TCP,UDP,Max
2026-02-23 18:20:39,9.032727272727271,46,0,46,20.0,60.64157001977236,1,0,60
2026-02-23 18:20:39,8.959999999999997,56,0,56,20.0,60.07548671899078,1,0,60
2026-02-23 18:20:39,7.636363636363637,70,0,70,20.0,59.28297009789658,1,0,60
2026-02-23 18:20:39,8.912727272727272,57,0,57,20.0,60.018878388912626,1,0,60
2026-02-23 18:20:39,8.476363636363637,63,0,63,20.0,59.679228408443684,1,0,60
2026-02-23 18:20:40,7.912727272727273,68,0,68,20.0,59.39618675805289,1,0,60
2026-02-23 18:20:40,9.076363636363634,52,0,52,20.0,60.301920039303425,1,0,60
2026-02-23 18:20:40,9.058181818181817,47,0,47,20.0,60.58496168969418,1,0,60
2026-02-23 18:20:40,6.818181818181818,25,0,25,20.0,61.83034495141365,1,0,60
2026-02-23 18:20:41,6.0327272727272705,79,0,79,20.0,58.77349512719318,1,0,60
2026-02-23 18:20:41,7.330909090909093,72,0,72,20.0,59.16975343774026,1,0,60
2026-02-23 18:20:41,6.818181818181818,75,0,75,20.0,58.9999284475058,1,0,60
2026-02-23 18:20:41,8.858181818181821,58,0,58,20.0,59.96227005883446,1,0,60
2026-02-23 18:20:42,9.0,55,0,55,20.0,60.13209504906894,1,0,60
2026-02-23 18:20:42,8.039999999999997,67,0,67,20.0,59.45279508813106,1,0,60
2026-02-23 18:20:42,7.330909090909092,72,0,72,20.0,59.169753437740276,1,0,60
2026-02-23 18:20:42,8.650909090909089,61,0,61,20.0,59.79244506859999,1,0,60
2026-02-23 18:20:43,8.912727272727272,43,0,43,20.0,60.811395010006834,1,0,60
2026-02-23 18:20:43,8.567272727272726,62,0,62,20.0,59.73583673852185,1,0,60
2026-02-23 18:20:43,7.778181818181817,69,0,69,20.0,59.339578427974736,1,0,60
2026-02-23 18:20:43,8.912727272727272,57,0,57,20.0,60.018878388912626,1,0,60
2026-02-23 18:20:44,8.159999999999998,66,0,66,20.0,59.509403418209196,1,0,60
2026-02-23 18:20:44,8.858181818181823,58,0,58,20.0,59.962270058834456,1,0,60
2026-02-23 18:20:44,8.567272727272726,38,0,38,20.0,61.094436660397584,1,0,60
2026-02-23 18:20:44,8.567272727272726,38,0,38,20.0,61.09443666039761,1,0,60
2026-02-23 18:20:45,9.076363636363633,52,0,52,20.0,60.30192003930341,1,0,60
2026-02-23 18:20:45,8.272727272727273,65,0,65,20.0,59.56601174828737,1,0,60
2026-02-23 18:20:45,8.039999999999997,67,0,67,20.0,59.452795088131055,1,0,60
2026-02-23 18:20:45,9.08727272727273,51,0,51,20.0,60.35852836938156,1,0,60
2026-02-23 18:20:46,9.08727272727273,51,0,51,20.0,60.358528369381574,1,0,60
2026-02-23 18:20:46,8.796363636363639,59,0,59,20.0,59.905661728756314,1,0,60
2026-02-23 18:20:46,7.330909090909095,72,0,72,20.0,59.169753437740276,1,0,60
2026-02-23 18:20:46,8.650909090909089,61,0,61,20.0,59.79244506859998,1,0,60
2026-02-23 18:20:47,8.650909090909089,39,0,39,20.0,61.03782833031944,1,0,60
2026-02-23 18:20:47,9.058181818181815,53,0,53,20.0,60.245311709225255,1,0,60
